,State,Year,Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental.1,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare,Parks Total Expenditure
124,COLORADO,2018,17853552,1712167,37327669,31710003,31001206,12735418,9402733,816832,43736624,2500334,14924842,1093736,12635794,86563106,491885,5604419,786681,775965,8853034,2101086,427877,102722,261306,2057613,20835772,9804228,109041
125,COLORADO,2019,19241118,1527629,37744701,32011489,32006211,2891008,9087124,697149,34897219,2613477,15869834,1139197,12723219,88455721,586604,5719750,845608,835251,9628666,2237055,411338,217945,273868,1945756,20543934,9704144,113265
126,CONNECTICUT,1992,11956502,1051739,11627201,9957439,10137346,1629208,2274928,284763,11784062,983212,6059339,420815,2506350,16044715,303026,1535343,724969,724969,3453708,1101581,62148,241790,79616,822768,5730088,2434040,42899
127,CONNECTICUT,1993,12848096,1016248,12507289,10582334,11011362,1714270,2385135,308173,12744056,1040653,6674848,443979,2523990,16486583,329967,1758527,767568,767568,3621724,1198415,70021,302471,84362,753476,6347494,2776367,34528
128,CONNECTICUT,1994,13599243,996203,12963972,11207150,11286581,687088,2628354,303333,11993441,1078216,6788492,465293,2664903,15639503,261998,1561401,756744,756744,3928738,1058030,67869,284187,99854,792774,6766911,2980050,32279
129,CONNECTICUT,1995,15456310,1014283,13575807,11603180,12059596,1636732,2760735,316539,13717638,1340795,7474119,481266,2814605,17834907,345694,1737376,845796,845796,4115545,974212,70374,275512,105583,749744,6923509,2909550,57323
130,CONNECTICUT,1996,21468720,830576,13529622,11735554,12356981,1971850,2733965,330986,14349487,1487394,7830171,465481,2888367,20654014,365838,1607889,912157,912157,4247205,948264,71502,311025,105413,712059,7252236,2814660,47601
131,CONNECTICUT,1997,17050816,859196,13826021,11951814,13014623,1483153,2943626,341262,14519780,1566555,8145787,493772,2894082,23388911,402219,1657056,948060,948060,4237439,1020050,76163,301812,109559,756474,7379375,2914519,38374
132,CONNECTICUT,1998,17727048,846824,14516273,12680829,14452190,2044641,3016337,360017,16520398,1688832,9393604,480406,3143491,26917714,402252,1635081,983022,983022,4615837,1098900,73103,372201,114216,685700,7845322,3036491,42325
133,CONNECTICUT,1999,17504807,871208,15213482,13339654,14920047,1494572,3146893,361109,16437468,1603431,9623591,524652,3285813,28161554,446067,1675810,1028447,1028447,4920308,1146404,90029,356882,128324,719404,8281691,3023334,67078
134,CONNECTICUT,2000,18456275,931635,16723201,14855976,16232388,1752038,3394606,365202,18007128,1634085,10171242,555449,3862053,29569626,500735,1661962,1089071,1089071,5836926,1704478,101526,351778,140110,785908,9188363,3235262,93919
135,CONNECTICUT,2001,19030115,1627148,18198484,16107325,16261258,1443963,3729883,353048,17728181,1396390,9895673,604890,4190514,29861767,549848,1848567,1106548,1106548,6256163,1556068,116961,369768,156543,758246,9821277,3498701,119578
136,CONNECTICUT,2002,20783595,1733928,20117270,17536472,15381824,1588877,3769239,404522,16993167,1472152,9032787,637897,4785884,32043030,592071,2270981,1137938,1137938,6894250,1504298,193955,277444,164226,851493,10798157,3599348,146497
137,CONNECTICUT,2003,22490115,1585401,20721194,17885021,16216542,2001983,4020036,387546,18240537,1725384,9508645,615670,4794156,31838011,585249,2527329,1240680,1240680,6343864,1539832,138336,346183,169501,693891,11923834,3785383,105931
138,CONNECTICUT,2004,22932932,1144280,19528569,16674464,16894418,2072489,3870836,385265,18990056,1773155,10291289,558020,4470180,33147322,834778,2620234,1285328,1285328,5141701,1331061,94194,306280,170666,862045,10727046,4416649,151215
139,CONNECTICUT,2012,31965511,1700896,28457194,23014568,25139625,2151190,6073813,416396,27333181,2999083,15480865,686414,6605523,30267862,845284,4986309,1531856,1531856,6892075,1494348,229415,309996,259184,1351443,14089540,6956219,41341
140,CONNECTICUT,2013,32356807,1916498,28914528,23599033,25868388,5140316,6250467,452912,31051386,2798777,16046433,661003,6987893,30723636,866339,4833161,1437542,1437542,7241352,1473868,199645,575778,342911,1455389,14311362,7064793,42612
141,CONNECTICUT,2014,33229567,2064595,29864591,24708805,26341685,4806984,6646456,433024,31191485,2801042,15937742,696431,7173904,31420989,950985,4660909,1422611,1422611,7220491,1618964,197621,322354,288618,1524792,15516256,7487796,28693
142,CONNECTICUT,2015,35195398,2113879,27260850,22311191,26965679,2416692,7055731,452687,29423621,2471563,16184490,700694,7728457,33020020,949526,4417559,1420427,1420427,7420434,1510123,233057,345368,256502,1545053,12944652,4256901,95438
143,CONNECTICUT,2016,36751661,2410043,28148820,23102325,26908398,1925124,7474592,454779,28872235,2766112,15659420,685563,8027070,33372744,1012805,4514111,1489333,1489333,7539078,1527717,264281,363091,290444,1782018,13330482,4268256,48245
144,CONNECTICUT,2017,38756156,2188165,27866314,22636621,28257541,8751888,7642327,441552,37050318,2754847,16686545,622024,7760655,50476874,1041621,4667622,1539729,1539729,7762091,1676057,236896,396788,252050,1648678,13395865,4259646,44374
145,CONNECTICUT,2018,40287423,1841642,28121963,22633705,30276609,6772974,7440296,431196,37093455,3196187,18934012,616241,7354657,54359948,1015626,4856157,1607284,1607284,8075911,1548843,209028,394331,248298,1570018,13382106,4882020,35946
146,CONNECTICUT,2019,41822351,1811039,28768919,23222593,31006234,7130684,8785565,411475,38247846,3198853,17993741,646375,7473560,56995388,1041673,4930732,1549443,1549443,8384603,1730639,219257,436730,266586,1564188,13980722,4876663,52830
147,DELAWARE,1992,3541920,299643,2474886,2241388,2457591,363235,412211,448896,2825218,195341,1341005,109140,789489,5652212,120462,218100,227957,227957,590457,339348,28185,70442,37735,233778,1277082,291746,19959
148,DELAWARE,1993,3490392,280445,2556970,2319842,2532084,340062,445215,439109,2876324,198118,1339527,89881,811426,5887934,122143,215716,237131,237131,619244,355216,30217,75414,36308,265000,1347212,318727,23435
149,DELAWARE,1994,3397475,255160,2617153,2388519,2823768,408167,495521,469337,3236782,211112,1444083,84344,828267,6092475,131628,209257,223422,223422,645168,460740,32408,61708,37631,249979,1440255,352399,28170
150,DELAWARE,1995,3524495,274633,2980188,2708716,3114156,321372,563423,525298,3441210,245813,1594818,110072,919552,6348477,144138,244133,219388,219388,775737,501855,36565,67687,47319,246494,1662832,413924,41788
151,DELAWARE,1996,4278539,331139,3248174,2925526,3298183,308529,661888,536815,3614209,244842,1683861,112563,961679,7956717,152191,268941,269636,269636,819918,486646,44425,104585,48433,256913,1799728,463249,42880
152,DELAWARE,1997,3434196,353323,3403619,3098351,3469482,733154,672129,578563,4210673,253405,1743234,123147,1070248,7574216,166892,265983,208863,208863,902606,561624,54850,75593,52294,262472,1935447,500817,26522
153,DELAWARE,1998,3770259,346528,3465428,3203423,3883087,702299,724706,649097,4593997,254920,1981473,142219,1071578,9613563,184013,218959,212958,212958,931160,660545,42599,110737,54276,287672,2027100,501377,35207
154,DELAWARE,1999,3712623,456207,3940802,3671181,4059973,471861,763836,675924,4540445,274195,2030789,201753,1303377,10111010,199834,226575,234997,234997,1090162,727708,78325,77239,63359,302269,2237264,503144,55145
155,DELAWARE,2000,3261043,434058,4210656,3912687,4332601,820362,826747,777077,5161880,289338,2132131,228076,1409475,10814879,215020,247135,218280,218280,1271174,783068,65834,91998,65602,332300,2387521,548363,50735
156,DELAWARE,2001,3888567,458848,4311551,3952326,4459029,645579,901160,831710,5114008,294705,2105921,247987,1368755,11031591,242769,291514,188722,188722,1149721,838347,81047,100769,66259,341003,2515635,608127,52842
157,DELAWARE,2002,4038455,446392,4644236,4231092,4474046,199066,923253,780372,4682495,322835,2173600,202270,1433753,10531925,260745,338609,255396,255396,1218292,754917,69728,102103,70807,369702,2701834,702892,52147
158,DELAWARE,2003,4358281,471112,4857901,4376306,4721118,310184,994952,755354,5040703,326552,2116458,206085,1594007,10688875,282530,394586,253383,253383,1293576,925180,63032,115965,78549,345859,2761452,748059,49434
159,DELAWARE,2004,4205042,442787,5387960,4914614,5169315,543553,1054363,882389,5722682,383383,2375482,202782,1701881,11330437,289825,401683,227926,227926,1341419,1023999,82540,110730,78262,392101,3306621,1022013,47294
160,DELAWARE,2012,5796853,633675,8035406,7154027,7392316,566980,1893886,1230384,7976118,491044,3280185,285046,2500528,12109208,374694,729365,311368,311368,1812532,1123072,80173,170365,125639,421871,4896721,1839361,36958
161,DELAWARE,2013,5754587,616061,8538142,7650821,7825458,1179293,1997584,1259277,9021776,487202,3346316,285481,2746584,10634552,391452,730647,402391,402391,1920907,1319396,60294,159692,134425,435518,5201363,1936738,42360
162,DELAWARE,2014,5086383,519876,8827126,7915452,7591642,1580805,2131783,1301737,9191113,480352,3176169,296699,2878250,10704228,409058,736448,382185,382185,2045020,1153212,75272,74867,134648,371257,5447588,2100717,39964
163,DELAWARE,2015,4964915,477892,8854841,8045313,7567443,581193,1980640,1389894,8169909,498557,3513916,304986,3027509,11802303,406718,672483,237088,237088,2049272,918316,77046,84471,140054,336002,5675085,2288305,43580
164,DELAWARE,2016,5045161,571968,9281102,8429144,8051474,99947,2238422,1452596,8172248,539193,3522301,310914,3089166,11009928,423058,701451,237094,237094,2140659,1227091,83733,99992,139839,433503,5906875,2424019,53159
165,DELAWARE,2017,5053856,851415,9993666,9135686,8438089,1433355,2429132,1503208,9893929,556490,3589030,327693,3406873,16345606,458479,699033,221714,221714,2133057,1332041,84629,102182,148260,656309,6311325,2517230,52592
166,DELAWARE,2018,5088780,773464,10070970,9189912,9275665,1425686,2619277,1574576,10721781,585645,4219706,340098,3327622,17417522,481144,724358,211914,211914,2151069,1302307,79663,152348,146507,562189,6410652,2708613,48054
167,DELAWARE,2019,4963995,963939,10569602,9638718,9751726,972953,2584428,1784760,10745653,602601,4595544,359591,3606269,17938285,467832,756670,231699,231699,2303601,1416550,72384,176791,153581,650888,6517301,2653406,61697
168,FLORIDA,1992,12295486,2266801,27237535,24999299,23744359,4653980,5711452,997465,28403173,3051282,14504207,1036611,8814361,37822496,1416490,2211212,740022,740022,10997947,2247654,840390,1434368,224694,2175460,12553222,5460150,97489
169,FLORIDA,1993,13634806,2442620,30103196,27688696,27653930,5556939,7233647,1265419,33215721,3425105,16407214,1072612,9362284,46281972,1968067,2383042,782334,782334,12525972,2598049,972537,1665507,199571,2368954,13882902,6135088,64579
170,FLORIDA,1994,14565270,2818265,32283742,29991369,29483899,5315477,7406684,1301092,34804817,3509427,17808222,1246607,10231108,51072949,1842135,2253082,863974,863974,13590141,2659283,1074889,2005108,219897,2710990,14751388,6725033,78366
171,FLORIDA,1995,15369609,3281512,34749505,32168304,31012552,6342140,7972736,1299716,37359429,3670398,18564650,1599259,10845537,53534262,1943154,2547236,872588,872588,14604758,2778277,1091848,1993019,280926,2995462,16028427,7046459,106257
172,FLORIDA,1996,15514762,3445480,36454217,33619115,33022596,8681365,8493292,1344391,41708897,3811514,19728262,1646922,10872132,60638211,2079149,2771648,1112159,1112159,14968737,2983149,1240813,2135802,295435,3240703,16933584,7317862,124785
173,FLORIDA,1997,16021603,3135668,37463858,34657577,34280835,7146012,8297195,1370177,41432077,4012941,21080120,1849198,11599453,66381186,1850393,2725951,904603,904603,15843890,3019204,1103741,2395981,319706,3158547,17817600,7692925,148305
174,FLORIDA,1998,16969289,3325318,39214010,36662429,36780333,14966208,8301851,1451319,51751884,4004285,22521069,1931914,12594739,78196601,1840385,2482895,1038346,1038346,16667174,3877605,1067914,2870560,337665,3254239,18993077,8159979,133437
175,FLORIDA,1999,17825277,3616392,42458875,39734980,39222490,9980622,9090699,1503055,49208745,4039279,23798564,2107446,13475034,90225488,2328849,2677816,1030608,1030608,18084574,4154721,1259231,3108149,342867,3575329,20818290,8498942,149554
176,FLORIDA,2000,18181456,3945071,45207930,42485698,41665409,9949217,10271245,1504990,51621214,4120285,24817263,2218703,14360657,90371156,2678698,2666849,1075902,1075902,18763483,4211911,1438116,2998304,369837,3811104,22629549,9161608,167229
177,FLORIDA,2001,18613380,5125925,50264767,46595398,44197759,2166240,11838853,1548989,46370565,4287526,24938748,2248117,15849719,104700724,2566357,3620251,1061867,1061867,20091969,5008718,1551244,2794474,398715,4615902,24059004,10894948,173936
178,FLORIDA,2002,20265599,5106258,51838351,47291632,47593877,881304,13140984,1556806,48489136,5047755,25352237,2199630,15643056,129967340,2667466,4460318,1051981,1051981,18959086,5695841,1397333,3120103,425266,4825770,26045051,11878904,184632
179,FLORIDA,2003,21993221,5227276,56317331,50217755,49584279,5610369,12850982,1756585,55212605,5611868,26993487,2141271,16326315,139874203,2902463,6041341,1016285,1016285,19549736,6375139,1697840,3434610,415772,4943244,28408648,13399713,197185
180,FLORIDA,2004,26787366,4698971,58410670,52499863,56033593,18639648,17427448,1774881,74691770,6280891,30534283,2185039,17694815,174834720,2829993,5849095,990378,990378,19526627,4376869,1472203,3908658,403244,4763099,29920867,15415221,153633
181,FLORIDA,2012,38174909,4814086,80546775,69447822,71206376,4395465,23256254,2205376,75623222,7863408,32997012,2238044,22977169,125253436,3743459,10952151,1398175,1398175,22041505,5968087,1121508,1520950,532611,5378094,44129260,21613069,94998
182,FLORIDA,2013,37896730,5190234,80496743,71158384,74754387,23143074,23880229,1993965,97921333,8584934,35432266,2145818,23904253,126850659,3757768,9196391,1313796,1313796,22216840,6449315,1100119,1996150,514377,5869267,45023107,22528115,104619
183,FLORIDA,2014,36353065,6541130,83123147,73082329,79033771,26716365,25856584,2133240,105774332,8517268,36335598,2417632,24589108,130980205,3789374,9848122,1300224,1300224,20385041,7440702,1108395,2160430,551222,7339562,47136665,24223670,122501
184,FLORIDA,2015,33368651,7011605,84802960,76164790,80794569,9876539,26142295,2138834,90694982,8535420,37217759,2475144,25023832,136222898,3663682,8431259,1229107,1229107,20874920,8393052,1137917,2505110,551849,7955847,49598163,25776510,170547
185,FLORIDA,2016,33468245,6967691,85763417,76608849,81650418,5289555,26182588,2241468,86964730,8878169,38507524,2507153,26253294,130134800,3665560,8892649,1105242,1105242,20626828,8615258,1064859,2697400,588165,7990488,49704778,25353445,163425
186,FLORIDA,2017,28828242,7669976,90521044,80879607,84793586,23178501,26518780,2027150,107996739,8743763,41333978,2592767,26932592,238602463,4058505,9301208,1016040,1016040,22571877,8493813,1473942,2833116,607898,8659272,52473106,26989511,205081
187,FLORIDA,2018,27615797,7437916,97294564,86749699,91783197,19090629,28298587,2123462,110898792,8893715,45961204,2768672,28660079,253441208,4023674,10253941,864979,864979,26220393,8963489,1768413,2954227,633426,8434775,57575952,27812728,194489
188,FLORIDA,2019,26032413,8277864,103091862,92058323,92664739,14119113,29278126,2124415,106809915,8485578,44799831,2784002,30050827,261272595,4827762,10741743,805493,805493,28852300,9848031,1792442,3068629,651983,9121860,61342346,27685583,171513
189,GEORGIA,1992,4470781,1289662,14053580,12781046,12377277,2383813,3770676,211443,14761090,815737,7266981,601073,5184261,21066729,494102,1272534,280715,280715,4396417,392532,244118,95461,101449,875483,7019185,3313204,245869
190,GEORGIA,1993,4518709,1350311,15308038,14061084,14076759,2487966,4392661,329972,16564725,875703,8150457,604649,5745687,22999511,517091,1246954,317188,317188,4881531,416898,277915,104382,108951,1030699,7758811,3684663,175746
191,GEORGIA,1994,5173997,1462043,16822841,15642762,15529788,2734862,4614047,390981,18264650,884647,8784065,670459,6482888,26146588,545525,1180079,375609,375609,5342885,878013,321205,139512,117140,977971,8766555,4182330,150131
192,GEORGIA,1995,5621662,2139101,19154482,17771175,17122830,3160683,5223660,402384,20283513,921485,9486639,764510,7340676,29297709,603053,1383307,310114,310114,5973030,1082859,358856,129204,136712,1325497,9822533,4590039,184684
